product_category_id,product_category,products
524,Curly Kale,"[
  54342,
  21193777
]"
154,Zinfandel,"[
  126210,
  17762902,
  313732,
  46296,
  126213
]"
3166,Flavored Cream Cheese,"[
  120181,
  18284011,
  19553015,
  283281,
  96285,
  132040
]"
4206,Frozen Chicken Strips,"[
  16408038,
  17664530
]"
1450,Cat Food,"[
  3414473,
  17182896,
  3345166,
  3408983,
  19118107,
  19775289,
  16998687,
  19980794,
  3406687,
  17533878,
  17533881,
  17533882,
  17758405,
  2587328,
  16974524,
  1226753,
  20573714,
  17758394,
  17758389,
  2588041,
  18315303,
  2587316,
  21065739,
  3318370,
  20184261,
  21017621,
  77415,
  19980790,
  17649066,
  2587326,
  2612390,
  17758377,
  20194216,
  2587332,
  19742340,
  20218772,
  17758392,
  18258867
]"
1613,Panty Liners,"[
  20841502,
  20840572,
  92166,
  128658
]"
4903,Pecan Pie,"[
  18319541
]"
3197,Mozzarella,"[
  96256,
  3371522,
  17088054,
  89439,
  16520974,
  17604323,
  3111340,
  100086,
  2691739,
  16482806,
  324972,
  19242253,
  17870846,
  71836,
  20791283,
  3239009,
  89436,
  19936769,
  96257,
  2778572,
  2596306,
  3171697,
  16992003,
  19503085,
  100193,
  3403852,
  17870832,
  89438,
  178213,
  225439,
  89435,
  20861452,
  194516,
  224303,
  19216371,
  122806,
  100190,
  2691738,
  3134528,
  17984701,
  3370913,
  16509663,
  247538,
  18360124,
  3240704,
  19845694,
  16918166,
  157263,
  2724665,
  3185490,
  19910098,
  20271873,
  2768031,
  17495069,
  17867006,
  56971,
  3307020,
  32539,
  208784,
  20861310,
  21001214,
  225441,
  20791975
]"
3387,Bottled Oolong Tea,"[
  276523,
  19056,
  23728
]"
1020,Canned Crushed Tomatoes,"[
  19834050,
  77106,
  2912970
]"
2088,Barramundi,"[
  21272716,
  18021402,
  19558926
]"
839,Vegetarian Burgers,"[
  72355,
  21771382,
  25987,
  73600,
  16902790,
  56075,
  20141001,
  21341602
]"
3377,Vegetable Broth,"[
  35618,
  99313
]"
491,Bay Leaves,"[
  20604843
]"
226,Sparkling Rose,"[
  19497689
]"
1452,Dry Cat Food,"[
  1221871,
  17814003,
  1227387,
  20570831,
  17315009,
  1227290,
  1227288,
  1227295,
  1221542,
  1227348,
  1227289,
  1227269,
  1221543,
  1227300,
  1221325,
  1221703,
  19742996,
  19859278,
  19118129,
  1227351,
  16552480,
  17777171,
  138654,
  19742643,
  1221866,
  1227296,
  17758396,
  20642785,
  19775406,
  17315193,
  19742329,
  21100925,
  21055852,
  19286303,
  3109097,
  1227271,
  17758374,
  19836444,
  1227345,
  19118254,
  17758378,
  1227336,
  1227349,
  19742880,
  17758393,
  18283962,
  19168681,
  2588825,
  19741922,
  1221525,
  1227342,
  1227346
]"
577,Creamer Potatoes,"[
  17603689,
  18425461,
  152456,
  152457,
  20629256,
  152458,
  152459,
  19384869,
  241182,
  152486,
  20643181,
  2651374
]"
1579,Makeup Remover,"[
  167033,
  120389
]"
888,Yeast,"[
  1289301
]"
1285,Deli Beef,"[
  18721959
]"
1456,Dry Dog Food,"[
  2587375,
  16552233,
  382965,
  2160158,
  1233832,
  1235642,
  1235598,
  16408218,
  18840910,
  16878967,
  18732778,
  18732765,
  17096694,
  1235648,
  171634,
  1235600,
  18732736,
  20226068,
  18104998,
  17090573,
  16880043,
  18105059,
  1233877,
  3311546,
  18732721,
  17248282,
  16324778,
  1989610,
  18732705,
  1235643,
  171620,
  1233889,
  17090396,
  1235594,
  16411192,
  1233886,
  18579736,
  18732767,
  2160385,
  18732828,
  19858359,
  1233875,
  16891633,
  18732764,
  1233884,
  16928122,
  1235621,
  1989604,
  3184885,
  20474810,
  1233831,
  16331510,
  1233882,
  1233833,
  1235652,
  1235651,
  94286,
  1235609,
  2160160,
  3340750,
  18817431,
  1233873,
  17758408,
  20540585,
  18732754,
  18732752,
  16990718,
  1989589,
  18213082,
  17445458,
  19687114,
  1233841,
  1233880,
  1989591,
  1235595,
  1235599,
  18974261,
  2160163,
  19759840,
  1235653,
  2160161,
  18732826,
  17284269,
  17758397,
  17702874,
  3222075,
  18732766,
  1233887,
  2160159,
  1235596,
  2160381,
  3161403,
  171636,
  19229466,
  18732853,
  1233876,
  17096702,
  17096698,
  2588040,
  17315112,
  1235659,
  3340748,
  3320122,
  17445725,
  1233879
]"
1316,Donuts,"[
  16969246,
  21849900,
  20144105,
  3186637,
  149916,
  149917,
  21848573,
  21850180,
  1503977,
  20221630,
  20144111,
  21849208,
  75768,
  21850311,
  149915,
  21850759,
  2909573,
  16508078,
  3334735,
  3131433,
  21849906,
  20144114,
  21850000,
  1507875,
  2716408
]"
266,Mango Juice,"[
  21994847,
  3369689
]"
218,White Blend,"[
  18433549
]"
3168,Unsalted Butter,"[
  19518602,
  19648396,
  19645718,
  99226,
  79747,
  17831084,
  99212,
  19507863,
  1407577,
  89592,
  42897,
  164116
]"
1573,Facial Cleansers,"[
  1558595,
  3104095,
  22197152,
  18787070,
  177726,
  18787073,
  120379,
  19230260,
  20749506,
  16760156,
  2757113,
  18663412,
  39172
]"
3174,Other Flavored Milk,"[
  72069,
  89977
]"
2018,Mahi Mahi Fillets,"[
  3319162
]"
1443,Insect & Pest Repellent,"[
  217528
]"
4346,General Stomach Relief,"[
  2679812
]"
1016,Canned Soup,"[
  20474773,
  464814,
  464887,
  1338813,
  464812,
  79223
]"
4072,Spray Air Fresheners,"[
  70578,
  127130,
  16788738,
  16694648,
  16695220,
  19154490,
  127127,
  18355381,
  268020,
  19154544,
  20234981
]"
1293,Mixed Deli Meat and Cheeses delete,"[
  2626277
]"
1428,Laundry Fragrance Enhancers,"[
  18660492,
  18457320,
  20631963,
  18186182,
  18651270,
  19840818,
  19696877,
  18413589,
  2622117,
  18186187,
  16408165,
  18752132,
  18545147,
  70713,
  19753664,
  2620380,
  18764740,
  18186223,
  18173510,
  18462897,
  19057949,
  19699784,
  19815995,
  20271502,
  18265881,
  20211229,
  18675841,
  18186202,
  19078750,
  21139713,
  18413590
]"
1091,Angel Hair Pasta,"[
  131569,
  25161,
  17629311,
  88677
]"
4357,Milk Thistle Supplement,"[
  3249980
]"
3163,Dried Meats,"[
  73385
]"
1685,Ice Packs,"[
  18462490
]"
631,Frozen Smoothie Mix,"[
  19777103,
  19737329,
  19737341,
  3039154
]"
1741,Baby Purees & Pouches,"[
  17091434,
  38573,
  3318393,
  22041820,
  16716135,
  18259460,
  20893411,
  16410142,
  68770,
  38658,
  16409898,
  3303147,
  3318394,
  78113,
  17831153,
  38295,
  38373,
  22357504,
  16694709,
  18261155,
  3318406,
  38910,
  3318446,
  537818,
  21124258,
  3091149,
  38307,
  18261116,
  16409881
]"
2040,Salmon Steaks,"[
  18212133,
  3079775
]"
1120,Brown Rice,"[
  38489,
  191547,
  95074,
  24379,
  17003477
]"
827,Hot Dogs,"[
  16823194,
  2773639,
  42948,
  42732,
  2629848,
  29604,
  89310,
  29606,
  2615063,
  263106,
  18414886,
  248311,
  16879318,
  324136,
  16717763,
  143637,
  2201064,
  42877,
  134141,
  3397336,
  170595,
  259648,
  16624558,
  3208460,
  16879233,
  16376939,
  16790740,
  18410960,
  42792,
  17481099,
  3304127,
  17394329,
  42839,
  18015783,
  134143,
  16880969,
  143593,
  42811,
  42847,
  16204960,
  1174064,
  89307,
  249773,
  3393575,
  18076860,
  16927705,
  17081814,
  1976362,
  17081806,
  1544292,
  42658,
  2626007,
  266720,
  2661452,
  73384,
  16881141,
  259647,
  251107,
  143594,
  2201045,
  2615076,
  16580506,
  3240292,
  152164,
  134144,
  143636
]"
1424,Liquid Laundry Detergent,"[
  16983248,
  40108,
  70705,
  18183632,
  56441,
  3227298,
  3405945,
  2757162,
  2686496,
  314662,
  3084749,
  19656497,
  3093762,
  70714,
  16973183,
  19817552,
  16923304,
  3137973,
  18018188,
  19656496,
  23293,
  19686910
]"
1716,Other Digestive Supplements,"[
  50530,
  21089101
]"
319,Apples,"[
  3096982
]"
4342,Antifungals,"[
  17315337,
  18107568,
  2617650,
  16853193
]"
411,Cara Cara Oranges,"[
  19836073,
  2651298
]"
826,Chorizo,"[
  143595
]"
414,Navel Oranges,"[
  2610056,
  129450
]"
433,Pomegranates,"[
  3301308,
  20271441
]"
1508,Lipstick,"[
  16463554,
  17348126,
  2489905,
  148280,
  2691132,
  16763085,
  148081,
  16463600,
  3110235,
  282699,
  16322389,
  18981118,
  1409379,
  19700774,
  16760638
]"
1562,Gel & Pomade,"[
  18072181,
  91231,
  268953,
  3323798,
  91165
]"
932,Boullions,"[
  16410344,
  17637065,
  79167
]"
71,Spiced Rum,"[
  16308315,
  3052561
]"
532,Spinach,"[
  16522045
]"
1436,Food Storage Containers,"[
  334922,
  19993071,
  365150,
  3145479,
  1408552,
  3145463,
  16408985,
  3145461,
  16740990,
  334919,
  81589,
  334921,
  81591,
  334923,
  1176769,
  16464635,
  17129836
]"
1502,Mascara,"[
  148689,
  17347884,
  17347953,
  1541571,
  148683,
  2178326,
  16764089,
  148673,
  148682,
  310750,
  16463619,
  17015373,
  2788359,
  16759368,
  1542614,
  1545352,
  328756,
  148684,
  182056,
  20994249,
  2428710,
  2645976,
  19504782,
  3373002,
  148687,
  2790196,
  1545359,
  3104820,
  1545335,
  148686,
  147374,
  148695,
  17347955,
  1422719,
  16759640,
  148681,
  148075,
  20678624,
  148674,
  17313856,
  1545348,
  17347841,
  2178406,
  148073,
  3104833,
  2694040,
  17347865
]"
2853,Fire Logs,"[
  17070760,
  1390075,
  16324642,
  1390077,
  22081418,
  152236,
  136853,
  3154435,
  122926,
  1390063,
  21923051,
  280298,
  124752,
  22081250
]"
852,Coconut Flour,"[
  3301409
]"
4180,Frozen Mango,"[
  16987343
]"
3566,Whole Wheat Bread,"[
  17565368,
  103023,
  408927
]"
4370,Magnesium Supplements,"[
  21046036,
  153758,
  50243,
  20041649
]"
3558,Flatbreads,"[
  128786,
  19049688,
  68955,
  2700946,
  128787,
  68954,
  20512845,
  128788,
  320268,
  68953,
  20679984,
  20545331,
  68956,
  20514577
]"
1501,Eyeliner,"[
  19705893,
  353366,
  18481368,
  18374060,
  1541560,
  19714632,
  353365,
  148710,
  2177581,
  1541565,
  1822956,
  352821,
  19714083,
  352819,
  3104812
]"
795,Salmon,"[
  151604,
  2800518,
  151603,
  277117
]"
811,Mussels,"[
  19972771
]"
1806,Ice Cubes,"[
  19075389,
  19300253,
  17956950,
  263042,
  3301846,
  18309220,
  166590,
  18309489,
  18318694,
  18785969
]"
4194,Frozen Salmon,"[
  3343892,
  3236873,
  20993956,
  20211239,
  42200,
  2620174
]"
1620,Urinary Tract Treatments,"[
  3212576
]"
135,Pinot Noir,"[
  191847,
  3131455,
  133694,
  191836,
  651,
  16807480,
  247737,
  76211,
  45258,
  18103324,
  16479685,
  16908247,
  405308,
  15811,
  3216490,
  659,
  3316660,
  16478683,
  1398541,
  16914167,
  56264,
  215504,
  3358239
]"
39,Fruit Beer,"[
  2775872
]"
4350,Vitamin D Supplements,"[
  2593268,
  3364420,
  164259,
  370362,
  16603000,
  17326832,
  2777897,
  164411,
  140422,
  140423,
  164177,
  21211479
]"
829,Kielbasa,"[
  17294259,
  131385,
  170628,
  2626004,
  89253,
  17684517,
  151977,
  3306152,
  89252,
  1614688
]"
2858,Pre-Workout Supplements,"[
  17330612,
  19991585,
  20634011,
  16706284,
  19707111,
  20655414,
  19797659
]"
1206,Dried Mango,"[
  22792438,
  246855,
  19657236
]"
3184,Macadamia Milk,"[
  19180853,
  17666219,
  3219916,
  19182363,
  3219938
]"
263,Grapefruit Juice,"[
  18632034,
  335335,
  18632092,
  55153
]"
3336,Other Canned Meat,"[
  34081,
  212054,
  69953,
  17009919
]"
1922,Back Ribs,"[
  208098,
  10662,
  90891
]"
1953,Chicken Drumstick,"[
  20752388,
  20752357
]"
4189,Frozen Asian Meals,"[
  140900,
  16567496
]"
4061,Indoor Plants,"[
  16852658
]"
1722,Meal Replacements,"[
  3128853,
  3052249,
  2610834,
  20685549,
  19099298,
  47720
]"
2061,Tilapia Fillets,"[
  18272235
]"
657,Gelato,"[
  19611682,
  48117,
  129513,
  26219,
  26220,
  48105,
  2730622,
  16534246,
  3244047,
  8769,
  56139,
  26221
]"
3585,Pound Cake,"[
  102409
]"
640,Frozen Breakfast Burritos,"[
  21095011,
  21093947,
  17019140
]"
1488,Concealers,"[
  20209898,
  2749932,
  19706426,
  17578646,
  16763787,
  19704985,
  19707870,
  178070
]"
1440,Plastic Wrap,"[
  41884,
  11806
]"
1754,Baby Stomach & Antigas Medicine,"[
  18006822
]"
937,Salts,"[
  2826704,
  16847584,
  202691,
  202449,
  19179523,
  35268,
  18383874
]"
4076,Powder Dishwasher Detergent,"[
  39452,
  21131324,
  21059550,
  21170231,
  21100936
]"
3179,Cashew Milk,"[
  3091010,
  1377198,
  2008608,
  1377197
]"
1155,Steak Sauces,"[
  2585405,
  36334
]"
650,Frozen Cheesecakes,"[
  20537160,
  22081263,
  22081355
]"
1817,Beef Meatball,"[
  208930
]"
584,Sweet Potatoes,"[
  2763492
]"
3611,Cheesecake,"[
  20233034,
  20226708,
  19611635
]"
968,Granola,"[
  119893,
  19575689,
  2912108,
  17377970,
  16763289,
  2619692,
  19726280,
  21129663,
  16320939,
  3302093,
  18573628,
  18077032,
  17837305,
  154821,
  17438208,
  79517,
  19240709,
  19246850,
  98145,
  17633601,
  16762824,
  25454,
  3278422,
  17632106,
  3278931,
  53667,
  53668,
  2753480,
  48868,
  3278943,
  79512,
  3278920,
  16623705,
  2619791,
  25402,
  16651639,
  16410545,
  2695038,
  25417,
  16292037,
  20110810
]"
871,Bread Dry Mixes,"[
  17763881,
  16778606,
  20047708,
  237790,
  17733685,
  16783989,
  19758809
]"
957,Boxed Meals and Sides,"[
  36275,
  19929693,
  16984324,
  16409186,
  166671
]"
3172,Vanilla Milk,"[
  29025
]"
4074,Liquid Dishwasher Detergent,"[
  3340960,
  70550,
  70541,
  2218164,
  18359486
]"
3357,Asian Dressing,"[
  18342053
]"
1322,Corn Tortillas,"[
  19059131,
  2623419,
  2623013,
  18664655,
  56329,
  3221587,
  269472
]"
2087,Prepared Chicken,"[
  18098787,
  170725,
  77030,
  48233,
  20978338,
  19342681,
  42155,
  16410863,
  16511378,
  17962247
]"
291,Fruit Flavored Soda,"[
  16917407,
  93723,
  1911336,
  21003083,
  98348,
  3356450,
  93762,
  18280883,
  3393187,
  258975,
  1377636,
  3358619,
  21034023,
  20981941,
  19499842,
  18765240,
  18547309,
  2720233,
  115522,
  20968076,
  187710,
  16409544,
  16751853,
  16969222,
  3151076,
  187697,
  16411348,
  512101,
  21056864
]"
3374,Beef Broth,"[
  18024903,
  3332553,
  21351194,
  16908263,
  16994769,
  69755,
  79187,
  17640003,
  79193,
  16995002
]"
3312,Other Nut Butters,"[
  20090054,
  17300339
]"
1079,Almond Butter,"[
  3143752,
  51629,
  19060657,
  19725007,
  17402581,
  19558274,
  19104363,
  17314768
]"
3570,Rye Bread,"[
  263564,
  75700,
  16408768,
  102644
]"
943,Pie Fillings,"[
  16364880
]"
3167,Salted Butter,"[
  20984585,
  17831083,
  20849090,
  128217,
  89590,
  89591,
  19846424,
  19507851,
  19518634,
  42785,
  1407572,
  42651
]"
3194,Ricotta,"[
  18215139,
  99250,
  17870841,
  280970,
  157264,
  214108,
  214109,
  2600975,
  2675026,
  326870,
  185713,
  20072265,
  17870771,
  3264028,
  2650530,
  17870831,
  16292198
]"
1340,Cream Cheese,"[
  508981,
  77362,
  20994507,
  71809,
  71921
]"
1075,Stir-Fry Noodles,"[
  294807,
  10418,
  25094,
  120484,
  25095,
  352781
]"
1286,Capocollo,"[
  17423691
]"
1125,Quinoa,"[
  125295,
  158429,
  1429009,
  158430,
  17528665,
  16999204,
  229681,
  1878081,
  158431,
  49774,
  158428,
  19057596,
  20112055,
  285543,
  259187,
  288072,
  20033984,
  49773,
  2180691,
  17105712,
  145145,
  19032694,
  1854956
]"
237,Rose,"[
  16826724,
  19388795,
  16834030,
  1524848,
  19740606
]"
1932,Pork Center Roasts,"[
  90901
]"
1278,Prepared Deli Sides and Entrees delete,"[
  17296766
]"
1587,Bubble Bath & Additives,"[
  2687840,
  17588915,
  16879210,
  3228006,
  3191798,
  17590749
]"
1106,Rotini Pasta,"[
  21772711,
  21175967,
  39211,
  3366816,
  2594451,
  21772701
]"
911,Specialty Oil,"[
  21775396,
  29897
]"
763,Chicken Wing,"[
  20335944,
  20268830
]"
989,Canned Chili,"[
  2787003,
  37493,
  222374,
  94840,
  17007676,
  1942250,
  18638028,
  189935,
  222371,
  16409718,
  3358556,
  19317091,
  16409717,
  1959264,
  18643803,
  222375,
  20514827,
  18637327,
  36485,
  36487,
  16969040,
  222372,
  36513,
  16409704,
  189927,
  1942251,
  2789252,
  145312,
  36484,
  36448,
  2680019,
  34104,
  36503
]"
667,Frozen Meals delete,"[
  3252984,
  113055,
  42228,
  72309,
  72311,
  42041,
  17803484,
  3250083,
  18433412,
  16516089,
  2596119,
  3196987,
  19519045,
  3154986,
  127705,
  16375487
]"
1737,Disposable Training Pants,"[
  22026085,
  18414562,
  22196701,
  21200081,
  21200914,
  18414803,
  21200089,
  21208438,
  18421752,
  22025678,
  22026049,
  18415952,
  22117896
]"
2852,Charcoal,"[
  40555,
  16751558,
  19517266,
  19518804,
  19542271
]"
2230,Sugarcane,"[
  21220481
]"
1435,Aluminum Foil,"[
  18302742
]"
32,Light Lager,"[
  19548617
]"
3576,Brioche Bread,"[
  17297980,
  17378497,
  17283629,
  17432902
]"
3559,Hot Dog Buns,"[
  164743,
  158595
]"
3128,Navy Beans,"[
  19186717,
  16823498,
  21026174
]"
1004,Canned Meat,"[
  16251849
]"
1359,Dairy-Free Yogurt,"[
  3418352,
  3358350,
  17909941,
  16652796,
  20137770,
  1500210,
  3362920,
  3073082,
  20974963,
  16290588,
  18787242,
  16746226,
  16612598,
  2591759,
  3073080,
  17430434,
  75357,
  16804444,
  1326953,
  21091990,
  16468830,
  17909979,
  16654237,
  3360302,
  21008363,
  18592301,
  3073076,
  54102,
  21026648,
  16826581,
  19503842,
  3073081,
  19505605,
  3242009,
  16811351,
  3357690,
  16830701,
  16296343,
  3368780,
  19077209,
  3073079,
  18796944,
  16929199,
  18592293,
  3222933
]"
3531,Ice Creams,"[
  21169902,
  20703909,
  16534630,
  16533307,
  22361935,
  26078,
  48075,
  20560181,
  2746677,
  19556190,
  19075991,
  3147846,
  16534621,
  20474832,
  16534597,
  40925,
  3200290,
  26203,
  16410286,
  26256,
  16830242,
  21097519,
  16534605,
  209832,
  81113,
  20516779,
  21097450,
  16534247,
  3203620,
  34303,
  20473595,
  16829890,
  3205530,
  20630343,
  19550338,
  34351,
  21143062,
  16755563,
  8514,
  16292384,
  26208,
  524787,
  16483331,
  2716835,
  21159928,
  20978339,
  21071629,
  16534607,
  26213,
  16756231,
  16611737,
  26204,
  209570,
  21082896,
  16534584,
  20473520,
  227416,
  21094289,
  18410885,
  81005,
  16824580,
  16359310,
  19655718,
  21086335,
  16408533,
  3182798,
  21097397,
  2746671,
  34866,
  2716709
]"
4254,Guacamole,"[
  20752373,
  20249890,
  74676,
  2596344,
  18177997,
  20225961,
  20249898,
  248806,
  3183158,
  2604575,
  192649,
  19398176,
  124854,
  16468799,
  17315860,
  20249895,
  58449,
  2400141,
  56996,
  20225955,
  2717880,
  1289343,
  124855,
  20712047,
  16653,
  2604574,
  2628441,
  3307033,
  1289337,
  7735,
  154874,
  20696058,
  20698462,
  17980639
]"
1713,Prebiotics,"[
  18173500
]"
256,Aloe Vera Juice,"[
  3345209,
  3346012
]"
1215,Variety Pack Snacks,"[
  18630861,
  20050625,
  20048301,
  16479863
]"
1455,Wet Dog Food,"[
  2685815,
  18213519,
  17746381,
  77283,
  19686916,
  2588112,
  17467922,
  19631912,
  19686832,
  20218896,
  19182461,
  1209484,
  37887,
  18173772,
  2704118,
  129422,
  2160309,
  1233860,
  2182325,
  16985609,
  19686912,
  19686854,
  2160435,
  2160153,
  1209448,
  3180430,
  16546636,
  1209419,
  1204142,
  2160304,
  37839,
  1209425,
  1233862,
  17527362,
  1209406,
  119742,
  18173784,
  278113,
  1209445,
  1235660,
  20020077,
  296168,
  1203979
]"
3328,Other Canned Beans,"[
  16753063,
  3358564,
  199558,
  262564,
  1842303,
  16409700,
  35229
]"
3244,Cotija,"[
  317254,
  1340145
]"
4165,Frozen Corn Dogs,"[
  2655579
]"
955,Maple Syrup,"[
  19277552,
  96049,
  96050,
  110827,
  18088596,
  19385984,
  18420624
]"
1676,Allergy Medicine,"[
  20653412,
  3434154,
  18481694,
  19297915,
  19292354,
  20221769
]"
3302,Brown Sugars,"[
  2136029
]"
2856,Wood Pellets,"[
  21055839
]"
295,Bottled Black Tea,"[
  20238206
]"
1559,Hair Spray,"[
  112721,
  20981007,
  91156,
  41139,
  19470353,
  1366820,
  91174,
  20967297
]"
1672,Cold & Flu Medicine,"[
  20473694,
  18445800,
  52788,
  21732169,
  3211435,
  19655543,
  16264868,
  52801,
  17008686,
  21175669
]"
4220,Frozen Beef Patties,"[
  18898659,
  22023530
]"
865,Cookie Dry Mixes,"[
  16474939,
  19211212,
  16474931,
  16965770,
  1227608,
  16298822,
  19212169,
  24104,
  19211103
]"
290,Cream Soda,"[
  2689807
]"
1022,Tomato Paste,"[
  20221048,
  20551699,
  20221050,
  113065
]"
64,Aged Rum,"[
  17537301,
  16308319,
  1361768,
  1361766
]"
1063,Salad Toppings,"[
  20049295,
  17025131,
  17569430,
  16409483,
  17651263,
  216057,
  319843,
  16409296,
  3142787,
  265884,
  327316,
  245824
]"
3605,Other Cookies,"[
  243970,
  149128,
  20720548,
  16699853,
  18632714,
  18720508,
  274133,
  99728,
  18802444,
  16408924,
  26817,
  2599024,
  18632546,
  26816,
  19048796,
  19057594,
  19423487,
  26831,
  39473,
  2698275,
  21059669,
  21171615,
  230295,
  19737258,
  2909287,
  18332156,
  436191,
  16751649,
  19538538,
  3210912,
  19423990,
  192068,
  243977,
  418032,
  16367499
]"
4258,Spinach Artichoke Dip,"[
  190079,
  190080
]"
4239,Prepared Sandwiches and Wraps,"[
  535207,
  21475402,
  16408063
]"
191,Pinot Grigio/Pinot Gris,"[
  46256,
  74363,
  18857782,
  16566979,
  3278672,
  46257,
  16909627,
  45869,
  313155,
  45781,
  96593,
  20073350,
  19265426
]"
4374,Prenatal Vitamins ,"[
  3226177,
  224693,
  18420797,
  2899509,
  2696193,
  18420633,
  2590905,
  50712,
  3310687,
  51123
]"
658,Ice Cream Sandwiches,"[
  2003552,
  21059609,
  19426637,
  16408543,
  95564
]"
836,Tofu,"[
  18765353,
  18785631
]"
1037,Canned Mixed Vegetables,"[
  70238
]"
1153,Soy Sauces,"[
  2672306,
  3220372,
  17315396
]"
1611,Feminine Pads,"[
  1722433,
  20277046,
  2687616,
  3236881,
  270558,
  18550678,
  92151
]"
501,Rosemary,"[
  18427911
]"
1377,Disinfecting Wipes,"[
  2614249
]"
103,Cabernet Sauvignon,"[
  21341111,
  96658,
  18098088,
  20682162,
  56607,
  19466757,
  3116718,
  138489,
  16721028,
  16322784,
  16824171,
  2900531,
  2588307,
  19630829,
  45479,
  2901997,
  21195022,
  1125256,
  20065590,
  1474097,
  255070,
  18547288,
  45500,
  1398545,
  19148958,
  18456064,
  572,
  16645618,
  541,
  442873,
  17414901,
  191788,
  20989991,
  559,
  3081446,
  2879517,
  76144,
  96349,
  3064329,
  556,
  18086594,
  3367881,
  21080826,
  261097,
  122306,
  17575894,
  1473880
]"
869,Cake Dry Mixes,"[
  437440,
  3061180,
  3040820,
  18483470,
  19917713,
  24108,
  21220532,
  16687641,
  21728656
]"
3535,Cheese Blend,"[
  18403442,
  2691814,
  3131616,
  3142184,
  19740728,
  19747203,
  19552949,
  3111337,
  3126586,
  17315527,
  19415782,
  317257,
  18265608,
  18206447,
  18207132,
  89250,
  19558553,
  100063,
  71786,
  207569,
  2768027,
  71794,
  17604321,
  206529,
  18544674,
  17792704,
  317259,
  18189595,
  2697833,
  56140,
  20698153,
  262760,
  1339941
]"
1239,Soups,"[
  18530187,
  19968416,
  1462599,
  19968392
]"
76,Flavored Vodka,"[
  3056181,
  193944,
  193987,
  74309,
  17597263,
  193441,
  17708438,
  16476859,
  17463672,
  17565296,
  16947951,
  249823,
  3193521,
  17893687,
  19288867,
  19758676,
  139121,
  17708439,
  193994
]"
880,Coconut Morsels,"[
  19634972,
  19868316
]"
413,Mandarines,"[
  3175064
]"
378,Grapes,"[
  18065559
]"
459,Cauliflower,"[
  16762789
]"
4788,Packaged Cookies,"[
  26892,
  19181084,
  20600377,
  125368,
  2724324,
  18357057,
  16699398,
  99693,
  16657772,
  43583,
  17486728,
  20705163,
  75191,
  21023105,
  3425535,
  16408847,
  16699822,
  56992,
  2571199,
  16291690,
  189904,
  21306232,
  39820,
  39878,
  16826049,
  19492722,
  44792,
  40043,
  33791,
  16409140,
  35526,
  16828800,
  16498267,
  385918,
  18357055,
  39916,
  16721248,
  16834576,
  16752296,
  3308562,
  16552,
  16830018,
  35672,
  20110387,
  2724430,
  16935516,
  90121,
  18017246,
  2690655,
  18450705,
  19488162
]"
912,Sesame Oil,"[
  83189,
  2672308,
  2753771
]"
3390,Mineral Water,"[
  19103591,
  263145,
  128655,
  385522,
  431980,
  186344,
  16913952,
  16758598,
  2009682,
  307737,
  16914135,
  94060,
  17010856,
  16913942,
  2513700,
  87285
]"
1065,Black Beans,"[
  2008812,
  20276635,
  282931
]"
1051,Pickles,"[
  17317640,
  17786610,
  18287963,
  19251287,
  83327
]"
3210,Colby,"[
  36482,
  1348207
]"
2492,Facial Oils,"[
  52396,
  52398,
  52384
]"
1148,Pesto,"[
  209818,
  1993387,
  150586,
  128955,
  92145,
  296561
]"
283,Powdered Energy Drinks,"[
  19701994,
  19762321
]"
2797,Drinkware,"[
  17604397
]"
1673,Cough Drops,"[
  18823514,
  118910,
  20173994,
  21735130,
  119078,
  85400,
  17793101,
  17466083,
  2235236,
  85402,
  22002837,
  17466078,
  17466075,
  3040825,
  20580782,
  3226087,
  16360027,
  16985986,
  17507239,
  16409782,
  17313713,
  19002235,
  17001053
]"
4190,Frozen Pasta Meals,"[
  20037125,
  42154,
  20047760,
  17019144,
  72297,
  2621834,
  2801053,
  19874367,
  72364,
  20037080,
  19695551,
  42012
]"
693,Frozen Toast,"[
  42363,
  19048807,
  76268
]"
85,Single Malt,"[
  233659,
  2584584,
  3057314,
  19219033,
  3057312,
  515032,
  3096514,
  16481697
]"
2675,Crayons,"[
  19295823
]"
1210,Fruit Snack Cups,"[
  43454,
  201611,
  19855403,
  163887,
  69898,
  163798,
  21687023,
  2613019,
  34506,
  2571198,
  43455,
  35658,
  19852292,
  35656,
  163797
]"
841,Vegetarian Beef Substitutes,"[
  19976005,
  3196996,
  20493974
]"
3386,Oolong Tea,"[
  47428
]"
2124,Pastrami,"[
  19134790,
  16315450
]"
1030,Canned Green Chilies,"[
  17507810,
  36514
]"
287,Cola,"[
  18355239,
  20142334,
  187712,
  18425125,
  93725,
  3230811,
  2650786,
  18280876,
  115512,
  17314824,
  16479713,
  20981560,
  16972444,
  16408504,
  2616131,
  18479530,
  293510,
  3318526,
  17012165,
  49059,
  166137,
  42323,
  17313948,
  98343,
  23720,
  42309,
  2616125,
  18280879,
  18960861,
  16319206,
  18280882,
  98344,
  17005361,
  316696,
  18353778,
  17315141,
  42259,
  16327223,
  18547511,
  17090622
]"
4213,Frozen Turkey,"[
  72313,
  2200978
]"
